county,precinct_id,dem,rep,third,total,pct_dem,pct_rep,pct_third,pct_margin
ORANGE,WD,4185,945,1617,6747,62.03,14.01,23.97,48.02
ORANGE,WDS,5847,168,1773,7788,75.08,2.16,22.77,72.92
ORANGE,WH,5686,1551,903,8140,69.85,19.05,11.09,50.8
ORANGE,WW1,3709,565,1339,5613,66.08,10.07,23.86,56.01
PAMLICO,1CR,4265,24673,4478,33416,12.76,73.84,13.4,-61.08
PAMLICO,1RB,4814,24962,4548,34324,14.03,72.72,13.25,-58.69
PAMLICO,2OT,13390,27975,6834,48199,27.78,58.04,14.18,-30.26
PAMLICO,3CH,10387,21587,5216,37190,27.93,58.05,14.03,-30.12
PAMLICO,4BR,2617,6441,1469,10527,24.86,61.19,13.95,-36.33
PAMLICO,5AP,11087,37085,8235,56407,19.66,65.75,14.6,-46.09
PASQUOTANK,EAST,26070,23560,9825,59455,43.85,39.63,16.53,4.22
PASQUOTANK,MH,32755,43199,15132,91086,35.96,47.43,16.61,-11.47
PASQUOTANK,NEW,12623,19052,6641,38316,32.94,49.72,17.33,-16.78
PASQUOTANK,NIX,20504,47630,13170,81304,25.22,58.58,16.2,-33.36
PASQUOTANK,NORTH,17162,12850,6030,36042,47.62,35.65,16.73,11.97
PASQUOTANK,PRO,25821,56087,16699,98607,26.19,56.88,16.93,-30.69
PASQUOTANK,SAL,5325,16928,4354,26607,20.01,63.62,16.36,-43.61
PASQUOTANK,SOUTH,30999,10034,8486,49519,62.6,20.26,17.14,42.34
PASQUOTANK,WEST,25878,8416,6972,41266,62.71,20.39,16.9,42.32
PENDER,CF11,20992,54657,4822,80471,26.09,67.92,5.99,-41.83
PENDER,CL05,16071,13238,1842,31151,51.59,42.5,5.91,9.09
PENDER,CS04,8185,13873,1455,23513,34.81,59.0,6.19,-24.19
PENDER,CT03,1765,1540,199,3504,50.37,43.95,5.68,6.42
PENDER,GR06,14611,19478,2150,36239,40.32,53.75,5.93,-13.43
PENDER,LC09,10340,26746,2332,39418,26.23,67.85,5.92,-41.62
PENDER,LT18,37311,102169,8687,148167,25.18,68.96,5.86,-43.78
PENDER,LU16,6385,20227,1730,28342,22.53,71.37,6.1,-48.84
PENDER,MT19,28633,64387,5723,98743,29.0,65.21,5.8,-36.21
PENDER,NB02,15563,32832,3112,51507,30.22,63.74,6.04,-33.52
PENDER,RP20,16412,26429,2704,45545,36.03,58.03,5.94,-22.0
PENDER,SB02,25534,46127,4533,76194,33.51,60.54,5.95,-27.03
PENDER,SC13,34397,77192,6941,118530,29.02,65.12,5.86,-36.1
PENDER,SH12,17297,42405,3698,63400,27.28,66.88,5.83,-39.6
PENDER,SP15,35665,85644,7558,128867,27.68,66.46,5.86,-38.78
PENDER,UH08,10624,5405,1010,17039,62.35,31.72,5.93,30.63
PENDER,UT14,33557,86038,7602,127197,26.38,67.64,5.98,-41.26
PENDER,UU18,10181,24001,2112,36294,28.05,66.13,5.82,-38.08
PERQUIMANS,ABSENTEE,1709,2245,561,4515,37.85,49.72,12.43,-11.87
PERQUIMANS,BELVID,1251,3820,720,5791,21.6,65.96,12.43,-44.36
PERQUIMANS,BETHEL,2390,5826,1229,9445,25.3,61.68,13.01,-36.38
PERQUIMANS,EARLY VOTING BOE,34706,80204,15836,130746,26.54,61.34,12.11,-34.8
PERQUIMANS,EAST H,2494,1647,580,4721,52.83,34.89,12.29,17.94
PERQUIMANS,NEW HO,2659,9340,1780,13779,19.3,67.78,12.92,-48.48
PERQUIMANS,NICANO,548,2132,360,3040,18.03,70.13,11.84,-52.1
PERQUIMANS,PARKVI,2154,3963,867,6984,30.84,56.74,12.41,-25.9
PERQUIMANS,PROVISIONAL,124,308,54,486,25.51,63.37,11.11,-37.86
PERQUIMANS,WEST H,1299,2349,561,4209,30.86,55.81,13.33,-24.95
PERSON,ALVI,16695,21039,7628,45362,36.8,46.38,16.82,-9.58
PERSON,CUCL,12628,22304,7032,41964,30.09,53.15,16.76,-23.06
PERSON,FLHE,33415,68971,19974,122360,27.31,56.37,16.32,-29.06
PERSON,HLWY,5953,14730,4101,24784,24.02,59.43,16.55,-35.41
PERSON,MTTZ,16169,31499,9355,57023,28.36,55.24,16.41,-26.88
PERSON,OLHI,9589,21667,6706,37962,25.26,57.08,17.67,-31.82
PERSON,PNTH,34196,30068,13589,77853,43.92,38.62,17.45,5.3
PERSON,RCOB,36019,33617,14458,84094,42.83,39.98,17.19,2.85
PERSON,ROXL,16324,14216,6236,36776,44.39,38.66,16.96,5.73
PERSON,SWST,12668,24510,7578,44756,28.3,54.76,16.93,-26.46
PERSON,WDSD,10011,9978,4074,24063,41.6,41.47,16.93,0.13
PITT,0101,7283,5965,1004,14252,51.1,41.85,7.04,9.25
PITT,0200A,3925,4315,1002,9242,42.47,46.69,10.84,-4.22
PITT,0200B,4142,2582,776,7500,55.23,34.43,10.35,20.8
PITT,0301,8351,4562,1418,14331,58.27,31.83,9.89,26.44
PITT,0401,5731,4239,1015,10985,52.17,38.59,9.24,13.58
PITT,0501,2443,4926,712,8081,30.23,60.96,8.81,-30.73
PITT,0601,4272,11253,1706,17231,24.79,65.31,9.9,-40.52
PITT,0701,3050,5974,937,9961,30.62,59.97,9.41,-29.35
PITT,0800A,3790,3445,800,8035,47.17,42.87,9.96,4.3
PITT,0800B,3706,3365,826,7897,46.93,42.61,10.46,4.32
PITT,0901,2435,2870,548,5853,41.6,49.03,9.36,-7.43
PITT,1001,6409,7302,1486,15197,42.17,48.05,9.78,-5.88
PITT,1101,3294,4179,754,8227,40.04,50.8,9.16,-10.76
PITT,1102A,5103,5483,1178,11764,43.38,46.61,10.01,-3.23
PITT,1102B,5393,9360,1536,16289,33.11,57.46,9.43,-24.35
PITT,1201,8021,6444,1580,16045,49.99,40.16,9.85,9.83
PITT,1301,1704,4211,563,6478,26.3,65.0,8.69,-38.7
PITT,1403A1,4638,3877,869,9384,49.42,41.32,9.26,8.1
PITT,1403A2,5131,3696,720,9547,53.74,38.71,7.54,15.03
PITT,1403B,5328,4052,729,10109,52.71,40.08,7.21,12.63
PITT,1501,1995,259,233,2487,80.22,10.41,9.37,69.81
PITT,1503,5574,1406,814,7794,71.52,18.04,10.44,53.48
PITT,1504A,5742,1060,526,7328,78.36,14.47,7.18,63.89
PITT,1504B,11075,3669,1133,15877,69.75,23.11,7.14,46.64
PITT,1505A,6452,1554,912,8918,72.35,17.43,10.23,54.92
PITT,1505B,6766,1016,894,8676,77.99,11.71,10.3,66.28
PITT,1506,3956,1882,462,6300,62.79,29.87,7.33,32.92
PITT,1507,5380,3141,932,9453,56.91,33.23,9.86,23.68
PITT,1507B,3013,2110,564,5687,52.98,37.1,9.92,15.88
PITT,1508A,1677,2005,363,4045,41.46,49.57,8.97,-8.11
PITT,1508B,4679,3010,817,8506,55.01,35.39,9.6,19.62
PITT,1509,6905,4392,1123,12420,55.6,35.36,9.04,20.24
PITT,1510A,4098,4745,636,9479,43.23,50.06,6.71,-6.83
PITT,1510B,4715,3681,692,9088,51.88,40.5,7.61,11.38
PITT,1511A,5662,6085,827,12574,45.03,48.39,6.58,-3.36
PITT,1511B,6418,4343,853,11614,55.26,37.39,7.34,17.87
PITT,1512A,10689,5300,1702,17691,60.42,29.96,9.62,30.46
PITT,1512B,6161,3699,1111,10971,56.16,33.72,10.13,22.44
PITT,1513A,4365,3864,666,8895,49.07,43.44,7.49,5.63
PITT,1513B,3906,3614,566,8086,48.31,44.69,7.0,3.62
PITT,ABSENTEE,40787,21307,5749,67843,60.12,31.41,8.47,28.71
PITT,EV AG CENTER,134912,95643,21773,252328,53.47,37.9,8.63,15.57
PITT,EV AYDEN,57660,81911,13405,152976,37.69,53.55,8.76,-15.86
PITT,EV BOYD LEE,119506,170975,24327,314808,37.96,54.31,7.73,-16.35
PITT,EV EPPES,144332,24993,15499,184824,78.09,13.52,8.39,64.57
PITT,EV FARMVILLE,51054,48263,9287,108604,47.01,44.44,8.55,2.57
PITT,EV STUDENT CENTER,135824,78705,19091,233620,58.14,33.69,8.17,24.45
PITT,EV WINTERVILLE,154618,135179,24568,314365,49.18,43.0,7.82,6.18
PITT,PROVISIONAL,13761,6612,1916,22289,61.74,29.66,8.6,32.08
POLK,CG05,7580,29000,3750,40330,18.79,71.91,9.3,-53.12
POLK,CL07,17543,30499,5994,54036,32.47,56.44,11.09,-23.97
POLK,CL08,21324,37798,6626,65748,32.43,57.49,10.08,-25.06
POLK,GC09,17517,38349,5674,61540,28.46,62.32,9.22,-33.86
POLK,SA04,13125,20297,3971,37393,35.1,54.28,10.62,-19.18
POLK,TR123,30959,28134,9393,68486,45.2,41.08,13.72,4.12
POLK,WO06,9949,25354,3717,39020,25.5,64.98,9.53,-39.48
RANDOLPH,AE,27585,40203,6017,73805,37.38,54.47,8.15,-17.09
RANDOLPH,AN,20961,38134,7432,66527,31.51,57.32,11.17,-25.81
RANDOLPH,AR,29352,110951,47202,187505,15.65,59.17,25.17,-43.52
RANDOLPH,AS,15869,50770,6251,72890,21.77,69.65,8.58,-47.88
RANDOLPH,AW,30226,58519,7777,96522,31.32,60.63,8.06,-29.31
RANDOLPH,BC,8154,50766,11310,70230,11.61,72.29,16.1,-60.68
RANDOLPH,DR,13180,65139,15288,93607,14.08,69.59,16.33,-55.51
RANDOLPH,GR,11739,55906,13410,81055,14.48,68.97,16.54,-54.49
RANDOLPH,LB,14035,32350,8879,55264,25.4,58.54,16.07,-33.14
RANDOLPH,LC,6941,34799,8377,50117,13.85,69.44,16.71,-55.59
RANDOLPH,NM,10267,70114,16177,96558,10.63,72.61,16.75,-61.98
RANDOLPH,PR,14786,88890,21190,124866,11.84,71.19,16.97,-59.35
RANDOLPH,RM,13160,36779,9654,59593,22.08,61.72,16.2,-39.64
RANDOLPH,RN,21321,78414,19833,119568,17.83,65.58,16.59,-47.75
RANDOLPH,SE,4646,32993,7599,45238,10.27,72.93,16.8,-62.66
RANDOLPH,SO,9436,56828,13220,79484,11.87,71.5,16.63,-59.63
RANDOLPH,ST,6640,30726,7424,44790,14.82,68.6,16.58,-53.78
RANDOLPH,SW,5461,45422,10266,61149,8.93,74.28,16.79,-65.35
RANDOLPH,TB,5873,47360,10711,63944,9.18,74.06,16.75,-64.88
RANDOLPH,TR,29327,128948,43307,201582,14.55,63.97,21.48,-49.42
RANDOLPH,TT,10448,64162,15199,89809,11.63,71.44,16.92,-59.81
RANDOLPH,UG,21456,109910,25910,157276,13.64,69.88,16.47,-56.24
RICHMOND,01,36756,24747,5672,67175,54.72,36.84,8.44,17.88
RICHMOND,02,30902,45753,7101,83756,36.9,54.63,8.48,-17.73
RICHMOND,03,5006,9310,1329,15645,32.0,59.51,8.49,-27.51
RICHMOND,04,10543,10336,1889,22768,46.31,45.4,8.3,0.91
RICHMOND,05,2683,3998,616,7297,36.77,54.79,8.44,-18.02
RICHMOND,06,6292,13573,1773,21638,29.08,62.73,8.19,-33.65
RICHMOND,07,6610,7913,1373,15896,41.58,49.78,8.64,-8.2
RICHMOND,08,29657,25224,4991,59872,49.53,42.13,8.34,7.4
RICHMOND,09,34202,43839,6943,84984,40.25,51.59,8.17,-11.34
RICHMOND,10,8282,5060,1139,14481,57.19,34.94,7.87,22.25
RICHMOND,11,8234,11529,1768,21531,38.24,53.55,8.21,-15.31
RICHMOND,12,10104,12932,2129,25165,40.15,51.39,8.46,-11.24
RICHMOND,13,5616,7478,1157,14251,39.41,52.47,8.12,-13.06
RICHMOND,14,1277,695,180,2152,59.34,32.3,8.36,27.04
RICHMOND,15,867,2057,256,3180,27.26,64.69,8.05,-37.43
RICHMOND,16,1027,5159,518,6704,15.32,76.95,7.73,-61.63
ROBESON,01,4723,10435,1210,16368,28.86,63.75,7.39,-34.89
ROBESON,02,15366,15435,2467,33268,46.19,46.4,7.42,-0.21
ROBESON,03,9445,19597,2321,31363,30.12,62.48,7.4,-32.36
ROBESON,04,10630,20820,2450,33900,31.36,61.42,7.23,-30.06
ROBESON,05A,23848,17388,3208,44444,53.66,39.12,7.22,14.54
ROBESON,07,5201,5011,841,11053,47.06,45.34,7.61,1.72
ROBESON,08,7544,18963,2207,28714,26.27,66.04,7.69,-39.77
ROBESON,09,9516,10076,1665,21257,44.77,47.4,7.83,-2.63
ROBESON,10,6136,7702,1159,14997,40.91,51.36,7.73,-10.45
ROBESON,11,22842,34065,4841,61748,36.99,55.17,7.84,-18.18
ROBESON,11A,8654,13226,1853,23733,36.46,55.73,7.81,-19.27
ROBESON,12,17367,8522,2062,27951,62.13,30.49,7.38,31.64
ROBESON,13,13222,10863,1944,26029,50.8,41.73,7.47,9.07
ROBESON,14,6586,6099,1028,13713,48.03,44.48,7.5,3.55
ROBESON,15,8711,2712,834,12257,71.07,22.13,6.8,48.94
ROBESON,16,10583,1071,819,12473,84.85,8.59,6.57,76.26
ROBESON,17,2167,2342,370,4879,44.41,48.0,7.58,-3.59
ROBESON,18A,11901,10171,1792,23864,49.87,42.62,7.51,7.25
ROBESON,19,23441,14795,3071,41307,56.75,35.82,7.43,20.93
ROBESON,20,6871,9353,1301,17525,39.21,53.37,7.42,-14.16
ROBESON,21,14203,17368,2667,34238,41.48,50.73,7.79,-9.25
ROBESON,22,14790,19313,2816,36919,40.06,52.31,7.63,-12.25
ROBESON,23,16926,29971,3787,50684,33.4,59.13,7.47,-25.73
ROBESON,24,5886,9835,1213,16934,34.76,58.08,7.16,-23.32
ROBESON,25,9622,13138,1844,24604,39.11,53.4,7.49,-14.29
ROBESON,26A,28212,13656,3324,45192,62.43,30.22,7.36,32.21
ROBESON,28,5371,9515,1244,16130,33.3,58.99,7.71,-25.69
ROBESON,29,11253,6878,1419,19550,57.56,35.18,7.26,22.38
ROBESON,30,14314,23678,3162,41154,34.78,57.54,7.68,-22.76
ROBESON,32A,29327,31994,4996,66317,44.22,48.24,7.53,-4.02
ROBESON,33,3469,4694,653,8816,39.35,53.24,7.41,-13.89
ROBESON,34,5590,15012,1623,22225,25.15,67.55,7.3,-42.4
ROBESON,35,8256,22602,2503,33361,24.75,67.75,7.5,-43.0
ROBESON,36,7628,7104,1137,15869,48.07,44.77,7.16,3.3
ROBESON,37,2081,7330,771,10182,20.44,71.99,7.57,-51.55
ROBESON,38,2020,4028,479,6527,30.95,61.71,7.34,-30.76
ROBESON,39,8451,14568,1783,24802,34.07,58.74,7.19,-24.67
ROBESON,40,3673,3937,640,8250,44.52,47.72,7.76,-3.2
ROBESON,41,13443,33385,3787,50615,26.56,65.96,7.48,-39.4
ROCKINGHAM,DR,9306,25676,3422,38404,24.23,66.86,8.91,-42.63
ROCKINGHAM,EC,19719,49220,6570,75509,26.11,65.18,8.7,-39.07
ROCKINGHAM,ED-1,17459,51022,6703,75184,23.22,67.86,8.92,-44.64
ROCKINGHAM,HO,8358,33487,4539,46384,18.02,72.2,9.79,-54.18
ROCKINGHAM,HU,14755,70737,9044,94536,15.61,74.83,9.57,-59.22
ROCKINGHAM,IR,9871,43106,5124,58101,16.99,74.19,8.82,-57.2
ROCKINGHAM,LI,13085,57563,6937,77585,16.87,74.19,8.94,-57.32
ROCKINGHAM,LK-2,15366,41689,5528,62583,24.55,66.61,8.83,-42.06
ROCKINGHAM,MA,14874,59625,7368,81867,18.17,72.83,9.0,-54.66
ROCKINGHAM,MC,27584,49281,8456,85321,32.33,57.76,9.91,-25.43
ROCKINGHAM,MS,50266,74391,14656,139313,36.08,53.4,10.52,-17.32
ROCKINGHAM,NB,13778,58900,7520,80198,17.18,73.44,9.38,-56.26
ROCKINGHAM,RC,19410,74206,9274,102890,18.86,72.12,9.01,-53.26
ROCKINGHAM,SE,20167,49354,7701,77222,26.12,63.91,9.97,-37.79
ROCKINGHAM,WS,26782,89268,11818,127868,20.95,69.81,9.24,-48.86
ROWAN,01,4579,25034,8381,37994,12.05,65.89,22.06,-53.84
ROWAN,02,8501,11655,5530,25686,33.1,45.37,21.53,-12.27
ROWAN,03,5357,31943,10307,47607,11.25,67.1,21.65,-55.85
ROWAN,04,11708,59010,19057,89775,13.04,65.73,21.23,-52.69
ROWAN,05A,15743,49237,18179,83159,18.93,59.21,21.86,-40.28
ROWAN,07,8295,21950,8025,38270,21.67,57.36,20.97,-35.69
ROWAN,08,14501,37086,14192,65779,22.05,56.38,21.58,-34.33
ROWAN,09,4983,28026,8892,41901,11.89,66.89,21.22,-55.0
ROWAN,10,11454,38024,13627,63105,18.15,60.26,21.59,-42.11
ROWAN,11,14889,30651,12398,57938,25.7,52.9,21.4,-27.2
ROWAN,12,11861,15000,7417,34278,34.6,43.76,21.64,-9.16
ROWAN,13,5767,31881,10373,48021,12.01,66.39,21.6,-54.38
ROWAN,14A,16706,53295,19356,89357,18.7,59.64,21.66,-40.94
ROWAN,15,11716,42269,14943,68928,17.0,61.32,21.68,-44.32
ROWAN,16,13169,17652,4063,34884,37.75,50.6,11.65,-12.85
ROWAN,17,12364,23583,4401,40348,30.64,58.45,10.91,-27.81
ROWAN,18,8642,1660,3090,13392,64.53,12.4,23.07,52.13
ROWAN,19A,16011,51537,18236,85784,18.66,60.08,21.26,-41.42
ROWAN,21,12134,29604,11320,53058,22.87,55.8,21.34,-32.93
ROWAN,22,1735,13990,4251,19976,8.69,70.03,21.28,-61.34
ROWAN,23,3369,23317,7401,34087,9.88,68.4,21.71,-58.52
ROWAN,24,4399,21089,6466,31954,13.77,66.0,20.24,-52.23
ROWAN,25,9690,48231,16158,74079,13.08,65.11,21.81,-52.03
ROWAN,26,4372,26540,8487,39399,11.1,67.36,21.54,-56.26
ROWAN,27,3797,16038,5152,24987,15.2,64.19,20.62,-48.99
ROWAN,28,15547,14814,9054,39415,39.44,37.58,22.97,1.86
ROWAN,29,3685,15320,5016,24021,15.34,63.78,20.88,-48.44
ROWAN,30,11296,21520,9179,41995,26.9,51.24,21.86,-24.34
ROWAN,31,6586,19864,7342,33792,19.49,58.78,21.73,-39.29
ROWAN,32,6438,20570,7101,34109,18.87,60.31,20.82,-41.44
ROWAN,33,3855,26288,8116,38259,10.08,68.71,21.21,-58.63
ROWAN,34,19590,16407,10040,46037,42.55,35.64,21.81,6.91
ROWAN,35,10285,4867,4227,19379,53.07,25.11,21.81,27.96
ROWAN,36,21622,15714,10711,48047,45.0,32.71,22.29,12.29
ROWAN,38,20154,13724,9315,43193,46.66,31.77,21.57,14.89
ROWAN,39,12282,13470,7156,32908,37.32,40.93,21.75,-3.61
ROWAN,40,17762,16147,9758,43667,40.68,36.98,22.35,3.7
ROWAN,41,18494,16865,10115,45474,40.67,37.09,22.24,3.58
ROWAN,42,13139,1564,4322,19025,69.06,8.22,22.72,60.84
ROWAN,44,6047,36011,11296,53354,11.33,67.49,21.17,-56.16
ROWAN,45,7869,11052,5405,24326,32.35,45.43,22.22,-13.08
RUTHERFORD,03A,5479,37693,3692,46864,11.69,80.43,7.88,-68.74
RUTHERFORD,04A,7127,37467,3334,47928,14.87,78.17,6.96,-63.3
RUTHERFORD,05A,7931,38517,3585,50033,15.85,76.98,7.17,-61.13
RUTHERFORD,06A,16049,32424,5840,54313,29.55,59.7,10.75,-30.15
RUTHERFORD,09A,8201,55730,4804,68735,11.93,81.08,6.99,-69.15
RUTHERFORD,10A,3809,23656,2074,29539,12.89,80.08,7.02,-67.19
RUTHERFORD,11,15031,87266,8765,111062,13.53,78.57,7.89,-65.04
RUTHERFORD,13,21028,45605,8000,74633,28.18,61.11,10.72,-32.93
RUTHERFORD,14,11416,29518,6115,47049,24.26,62.74,13.0,-38.48
RUTHERFORD,16A,8724,45737,4051,58512,14.91,78.17,6.92,-63.26
RUTHERFORD,18,8955,32063,3116,44134,20.29,72.65,7.06,-52.36
RUTHERFORD,19,5686,31845,2866,40397,14.08,78.83,7.09,-64.75
RUTHERFORD,27,17593,44585,6601,68779,25.58,64.82,9.6,-39.24
RUTHERFORD,28,6223,22155,2909,31287,19.89,70.81,9.3,-50.92
RUTHERFORD,29,7652,27459,3107,38218,20.02,71.85,8.13,-51.83
RUTHERFORD,30,17110,36795,7324,61229,27.94,60.09,11.96,-32.15
RUTHERFORD,34,4550,24902,2263,31715,14.35,78.52,7.14,-64.17
SAMPSON,AUTR,3967,27567,2159,33693,11.77,81.82,6.41,-70.05
SAMPSON,CLCE,7424,2670,891,10985,67.58,24.31,8.11,43.27
SAMPSON,CLEA,17485,23215,3243,43943,39.79,52.83,7.38,-13.04
SAMPSON,CLEM,5567,24744,2154,32465,17.15,76.22,6.63,-59.07
SAMPSON,CLNE,8510,24800,2560,35870,23.72,69.14,7.14,-45.42
SAMPSON,CLSW,7281,17913,1986,27180,26.79,65.91,7.31,-39.12
SAMPSON,CLWE,7419,23216,2363,32998,22.48,70.36,7.16,-47.88
SAMPSON,GARL,7774,11434,1696,20904,37.19,54.7,8.11,-17.51
SAMPSON,GIDD,6599,12728,1570,20897,31.58,60.91,7.51,-29.33
SAMPSON,HARR,13046,13547,2583,29176,44.71,46.43,8.85,-1.72
SAMPSON,HERR,1192,14566,1067,16825,7.08,86.57,6.34,-79.49
SAMPSON,INGO,7083,11940,1723,20746,34.14,57.55,8.31,-23.41
SAMPSON,KEEN,4434,18833,1782,25049,17.7,75.18,7.11,-57.48
SAMPSON,KFRK,8118,23428,2346,33892,23.95,69.13,6.92,-45.18
SAMPSON,LAKE,18692,23294,3687,45673,40.93,51.0,8.07,-10.07
SAMPSON,MING,8486,41489,3613,53588,15.84,77.42,6.74,-61.58
SAMPSON,NGRV,5554,20644,2097,28295,19.63,72.96,7.41,-53.33
SAMPSON,PLVW,6421,47860,4002,58283,11.02,82.12,6.87,-71.1
SAMPSON,ROSE,5049,21838,2093,28980,17.42,75.36,7.22,-57.94
SAMPSON,ROWA,7203,19308,2049,28560,25.22,67.61,7.17,-42.39
SAMPSON,SBRG,3542,14422,1431,19395,18.26,74.36,7.38,-56.1
SAMPSON,TURK,6357,12467,1626,20450,31.09,60.96,7.95,-29.87
SAMPSON,WBRK,4241,24586,2202,31029,13.67,79.24,7.1,-65.57
SCOTLAND,01-16,32944,10020,9239,52203,63.11,19.19,17.7,43.92
SCOTLAND,02-25,26242,22008,10111,58361,44.96,37.71,17.32,7.25
SCOTLAND,03,26660,23100,10359,60119,44.35,38.42,17.23,5.93
SCOTLAND,04,29327,31513,12644,73484,39.91,42.88,17.21,-2.97
SCOTLAND,05-10,13166,17142,5976,36284,36.29,47.24,16.47,-10.95
SCOTLAND,06-89,19709,30472,10029,60210,32.73,50.61,16.66,-17.88
SCOTLAND,07,30060,20502,10518,61080,49.21,33.57,17.22,15.64
STANLY,0003,2906,5105,1643,9654,30.1,52.88,17.02,-22.78
STANLY,0011,1057,3495,958,5510,19.18,63.43,17.39,-44.25
STANLY,0014,570,3852,371,4793,11.89,80.37,7.74,-68.48
STANLY,0015,2162,5555,992,8709,24.82,63.78,11.39,-38.96
STANLY,0016,1328,4575,538,6441,20.62,71.03,8.35,-50.41
STANLY,0017,821,6408,719,7948,10.33,80.62,9.05,-70.29
STANLY,0018,845,5154,731,6730,12.56,76.58,10.86,-64.02
STANLY,0019,838,7791,727,9356,8.96,83.27,7.77,-74.31
STANLY,0021,395,5877,486,6758,5.84,86.96,7.19,-81.12
STANLY,0022,1996,7389,1402,10787,18.5,68.5,13.0,-50.0
STANLY,0023,1633,11541,1545,14719,11.09,78.41,10.5,-67.32
STANLY,0024,2213,8987,2168,13368,16.55,67.23,16.22,-50.68
STANLY,0025,1533,13068,1640,16241,9.44,80.46,10.1,-71.02
STANLY,0026,1367,8543,841,10751,12.72,79.46,7.82,-66.74
STANLY,0027,1542,7636,1158,10336,14.92,73.88,11.2,-58.96
STANLY,0028,1692,5004,747,7443,22.73,67.23,10.04,-44.5
STANLY,0107,3248,6061,1755,11064,29.36,54.78,15.86,-25.42
STANLY,0108,5320,1431,1529,8280,64.25,17.28,18.47,46.97
STANLY,0110,2177,4819,1184,8180,26.61,58.91,14.47,-32.3
STANLY,0113,644,4930,498,6072,10.61,81.19,8.2,-70.58
STANLY,0120,1247,9836,950,12033,10.36,81.74,7.89,-71.38
STANLY,0212,2018,6698,1327,10043,20.09,66.69,13.21,-46.6
STANLY,ABS BY-MAIL,8902,16652,3864,29418,30.26,56.6,13.13,-26.34
STANLY,ADD ABS BY-MAIL,440,643,157,1240,35.48,51.85,12.66,-16.37
STANLY,EV-BOE,65481,237255,40376,343112,19.08,69.15,11.77,-50.07
STANLY,EV-LOC,27578,208270,32180,268028,10.29,77.7,12.01,-67.41
STANLY,EV-NL,12596,78506,9381,100483,12.54,78.13,9.34,-65.59
STANLY,EV-NOR,10955,56407,7353,74715,14.66,75.5,9.84,-60.84
STOKES,01,447,2862,708,4017,11.13,71.25,17.63,-60.12
STOKES,02,1904,12525,3071,17500,10.88,71.57,17.55,-60.69
STOKES,03,760,7233,1666,9659,7.87,74.88,17.25,-67.01
STOKES,04,1202,6408,1643,9253,12.99,69.25,17.76,-56.26
STOKES,0506,1920,10759,2710,15389,12.48,69.91,17.61,-57.43
STOKES,07,825,4213,1085,6123,13.47,68.81,17.72,-55.34
STOKES,08,995,7530,1802,10327,9.63,72.92,17.45,-63.29
STOKES,09,1716,8533,2198,12447,13.79,68.55,17.66,-54.76
STOKES,10,2193,9719,2612,14524,15.1,66.92,17.98,-51.82
STOKES,11,1814,7520,2052,11386,15.93,66.05,18.02,-50.12
STOKES,12,1437,9048,2288,12773,11.25,70.84,17.91,-59.59
STOKES,13,1023,6468,1635,9126,11.21,70.87,17.92,-59.66
STOKES,140,940,6789,1687,9416,9.98,72.1,17.92,-62.12
STOKES,150,1038,4889,1266,7193,14.43,67.97,17.6,-53.54
STOKES,1618,1742,4966,1435,8143,21.39,60.98,17.62,-39.59
STOKES,17,1249,4514,1254,7017,17.8,64.33,17.87,-46.53
STOKES,1819,1039,5890,1439,8368,12.42,70.39,17.2,-57.97
STOKES,20,1340,7813,1929,11082,12.09,70.5,17.41,-58.41
STOKES,ABSENTEE,5523,13255,4002,22780,24.24,58.19,17.57,-33.95
STOKES,EV DANBURY,9557,56669,13761,79987,11.95,70.85,17.2,-58.9
STOKES,EV KING,40540,220488,54933,315961,12.83,69.78,17.39,-56.95
STOKES,EV WALNUT COVE,23174,103522,26306,153002,15.15,67.66,17.19,-52.51
STOKES,PROVISIONAL,387,1567,422,2376,16.29,65.95,17.76,-49.66
SURRY,01,1333,8534,807,10674,12.49,79.95,7.56,-67.46
SURRY,04,1435,4780,537,6752,21.25,70.79,7.95,-49.54
SURRY,05,1172,8810,820,10802,10.85,81.56,7.59,-70.71
SURRY,09,983,6683,620,8286,11.86,80.65,7.48,-68.79
SURRY,10,937,6296,580,7813,11.99,80.58,7.42,-68.59
SURRY,11,1095,4093,449,5637,19.43,72.61,7.97,-53.18
SURRY,12,2115,5299,1483,8897,23.77,59.56,16.67,-35.79
SURRY,15,1868,5943,669,8480,22.03,70.08,7.89,-48.05
SURRY,16,1025,6074,587,7686,13.34,79.03,7.64,-65.69
SURRY,17,847,4117,484,5448,15.55,75.57,8.88,-60.02
SURRY,18,1240,5387,667,7294,17.0,73.86,9.14,-56.86
SURRY,19,2500,7961,1063,11524,21.69,69.08,9.22,-47.39
SURRY,22,788,4913,458,6159,12.79,79.77,7.44,-66.98
SURRY,23,1378,8489,824,10691,12.89,79.4,7.71,-66.51
SURRY,24,991,4826,492,6309,15.71,76.49,7.8,-60.78
SURRY,25,1026,5044,498,6568,15.62,76.8,7.58,-61.18
SURRY,26,1161,9336,859,11356,10.22,82.21,7.56,-71.99
SURRY,27,1428,7523,781,9732,14.67,77.3,8.03,-62.63
SURRY,28,1483,4935,531,6949,21.34,71.02,7.64,-49.68
SURRY,29,1883,6272,818,8973,20.99,69.9,9.12,-48.91
SURRY,30,2718,7134,1540,11392,23.86,62.62,13.52,-38.76
